,ship_to_name,ship_to_name_Kfold_Target_Enc
7383,PT. Era Karya Konstruksi N-SBA,922.0625
7393,"ABAD JAYA ABADI SENTOSA, BNA, LBNA",932.3913846153846
7395,"ANDESMONT SAKTI, BNA",1086.8274999999999
7398,Proyek Tol Aceh PT Adhi Karya BP Bi,1108.5714285714287
7399,"LHOKNGA BETON, BNA",975.2385664081702
7400,Pryk PLTA Peusangan 1 & 2 / PP,1149.4285714285713
7407,PRY PEMBANGUNAN BENDUNGAN TAMBLANG,1047.5
7410,JM MUTU UTAMA PT.,1819.4445888852774
7416,"PBR EKATAMA PRECAST INDONESIA, PT",804.5454545454545
7419,ZEROWEIS BATAVIA MARKETING PT.,794.2222222222222
7420,"PRY LIGNO SPECIALTY CHEMICALS, PT",895.0
7428,PRIMA JAYA MULTICON PT.,1150.578847252578
7430,UNISTRADA GLOBAL MANDIRI PT.,776.1538461538462
7436,PRY TETRAPOT BOGOWONTO / KSO ADP-WI,889.4117647058823
7439,BANTALA SURYA CAKRA PT.,917.9777777777778
7440,DIAMOND BARU PT.,681.9285714285714
7443,RDM KURNIA SEJAHTERA BETON,798.0000025440062
7447,RDM SURYA BETON PRECAST,878.6849360681939
7448,PBR UNICON SEJAHTERA,928.3333333333334
7453,SAETI CONCRETINDO WAHANA PT.,700.0
7459,PT Bata Ringan Pryk Hotel Haris,1214.1666666666667
7461,PT Gunungsari Kawimas,1249.6
7463,PT Muria Jaya Beton,1311.0561208350905
7465,ACON INDONESIA PL GUNUNG SINDUR,720.0
7466,ANTAM PT. TBK,919.0909090909091
7467,APB PABRIK BARAT PURWAKARTA,890.9090909090909
7468,ARJAYA PLANT KARAWANG,721.1529835859178
7469,AZKA SEJAHTERA,821.5384615384615
7470,KSO,885.5
7471,BONNA INDONESIA PT.,1278.3333333333333
7475,DECON MULTI INDUSTRI PT.,834.0322580645161
7480,EKA ABADI BETON PLANT INDRAMAYU,840.0
7493,KOMPONINDO.B (CIKARANG),811.6666666666666
7494,MAPEI INDONESIA CONSTRUCTION,994.2857142857143
7495,RDM MY MIX (PADALARANG),832.6533387529663
7503,SCG PIPE AND PRECAST INDONESIA PT,1160.0
7508,USI BETON/PRY PATIMBAN PKT 4 5 6,760.0
7509,RDM WANAYASA BETON PANGANDARAN,1030.0
7511,PBR WBP PLANT EX PCI SUBANG,1096.25
7512,WBP / PRY BEND. LEUWIKERIS,818.0
7513,WBP PLANT BABELAN,395.0
7527,SURYA FAJAR BUANARAYA PT.,792.1428571428571
7529,PBR ANEKA BANGUNAN SARANA GROUP,895.0000046359706
7531,RDM ARIES PUTRA BETON,807.625923053179
7532,RDM ARYA BETON,871.6666666533333
7539,PBR CIPTA MORTA UTAMA KENDAL,854.1176470588235
7540,RDM DBI / PRY RADUGUNTING,850.6666666912122
7542,PBR FOCON INTERLITE PL SMRG/FOCON,791.25
7544,HUTAMA KARYA / PRY APBD GRINSING BA,812.1428571428571
7546,RDM HEKSA MANDIRI BETON,891.4285709573561
7553,RDM JUJUR JAYA BANGKIT,842.3150426089653
7561,PBR MEGA CONCRETE CV,933.3333333333334
7562,RDM MITRA BETON PERKASA,865.8333322762387
7566,RDM NURCAHYA JAYA LESTARI BETON,869.99999996875
7567,RDM RAHMAH JAYA MANDIRI,888.8888888888889
7568,CHINA COMMUNICATIONS CONSTRUCTION,1300.0
7569,"NUSANTARA BUILDING INDUSTRIES,",842.1428571428571
7572,PRY BATCHING PLANT BATANG,1150.578847252578
7573,PRY BATCHING PLANT KIT BATANG,1150.578847252578
7575,PBR RAGAM USAHA PRIMA PT,984.0
7577,PBR SAHABAT MEMBANGUN (MORTAR ESTRI,893.8461538461538
7579,RDM SAMUDRA BETON PERKASA,899.0
7580,RDM SATWIGA MUSTIKA NAGA PL SMRG,886.3636363454546
7585,PBR SUPREME AGUNG PERKASA CV,918.5714285714286
7586,RDM SURYA  KARYA SETIABUDI PL PURBA,883.1250000078437
7587,"RDM SURYA JAYA BETON, PT",855.4108220966315
7588,RDM SURYA TEKHNIK PERKASA,870.0
7592,TRIYAGAN HERMET PERKASA,857.333299303602
7593,RDM FANIDITA SARANA KSO/WIDJOJO KOE,845.625
7597,WITON / PRY KIW BATANG,784.9
7598,PBR A PLUS PACIFIC,866.6666666666666
7599,PBR ABDILLAH WIDJAYA,899.2307692307693
7600,RDM ADHIMIX RMC INDONESIA/ARI,846.6666666604166
7614,RDM CAHAYA INDAH / PRY JLN RIGID LA,816.9375999979
7620,PBR CV DEWA DEWA,886.0
7629,PEMB NUSANTARA M/EDOMIX BETON,1150.578847252578
7638,PRY HUTAMA KARYA PL BERINGIN,660.5111796056959
7649,PBR DJENGGOLO/ MAHIR BETON,914.9999999926135
7653,PBR MONIER,815.3333333333334
7655,PABRIK ETERNIT MECO,936.8181818181819
7657,PBR PAVINDO INTERNUSA,858.9473684210526
7663,PESONA ARNOS BETON PT.,916.6866666666666
7664,RDM PIRANTI UTOMO MAKMUR,886.1538461538462
7665,RDM PRATAMA CITRA PARAMA,916.0
7668,RDM  PUTRA MANDIRI,927.1428571428571
7671,"ULER RAYA INDONESIA, CV",1150.578847252578
7676,RDM SCG PLANT KEDIRI,804.2307692307693
7678,"RDM SEMAR BETON PERKASA, PT",896.875
7680,PRY JL RIGID MOJOKERTO/JISOELMAN PU,795.7839999925833
7681,"SPEED MIX, PT",764.5454544745982
7682,RDM SEKAR WANGI SENTOSA,799.1666666666666
7686,PBR SURYA BUANA,875.8333333333334
7689,"TIRTOBUMI ADYATUNGGAL, PT",880.0
7696,PBR INDO TEGEL PT,967.2727272727273
7697,HGMS ASLI ABADI/PRY PRES. JLN KUDU-,843.3333333333334
7701,RDM JATI KENCANA BETON,863.3333333333334
7705,RDM KARYA INDAH,908.5714285714286
7706,KARYA WIRA BETON READYMIX PT.,886.0714285714286
7707,RDM KH BETON,924.6153846153846
7708,"PBR BALTON KURNIA ABADI, PT",961.25
7713,RDM MITRA WIGUNA NUSANTARA,879.9999999916668
7714,RDM MOHANDAS OELOEN,887.14285712
7716,RDM NINGSRI,900.0
7717,PRY PLTU BATANG / NITTOC,815.0
7721,PBR NUSANTARA BUILDING INDUSTRI,842.5
7723,PBR KURNIA ALAM SEJAHTERA,244.54545454545453
7725,PRY TOLL SEMARANG - DEMAK,849.075
7727,RDM PUTRA MANDIRI,883.8461538346154
7734,RDM SCG PLANT SOLO RING ROAD,804.2222222222222
7736,RDM SINAR UTAMA KARYA,910.0
7749,PBR WARINGIN PUTIH,907.2727272727273
7757,ABI MANUNGGAL PLANT CITRALAND,724.1666416666667
7770,PBR BUMI INDAH GENTENG PT,762.8571428571429
7773,PBR CIPTA MORTA INDONESIA PT,803.75
7774,CITICON NUSANTARA INDUSTRIES,804.088888888889
7775,"PBR CORIN MULIA GEMILANG,PT",811.1
7785,PBR DWI MULYA,430.0
7795,"PBR TIGER, PT",905.0
7799,"JAYA BETON INDONESIA, PT",579.3333333333334
7800,PBR AURA SINAR BARU,900.8333333333334
7801,JAYA MULYA CV.,921.4285714285714
7807,RDM KONSTRUKSI INDONESIA MANDIRI TU,876.6666666666666
7820,PBR AA SEJAHTERA,785.0
7822,PBR DUTA BETON GROUP,945.0
7823,PBR KARUNIA HOSANA,935.7142857142857
7824,PBR PAKU BETON  PERKASA,425.0
7830,PRIORITY ONE INDONESIA PT.,841.7857142857143
7839,SAKURA BETON CV.,726.6666666666666
7858,TRIPALINDO TRANS MIX PT.,713.6245462500001
7860,TRIPUTRA PERKASA SEJATI PT.,843.2142857142857
7861,RDM TUGU BETON SEMESTA ABADI PT,876.9230817560335
7862,PBR UBIN BETON DINOYO,1006.9230769230769
7869,PBR ZIDAN JAYA,878.6666666666666
7870,"RDM CITRA MANDIRI REKAYASA, PT",1017.0498168498166
7871,DUTA INDO LESTARI PT.,1089.2857142857142
7873,PRY WIKA KIJING,618.0
7875,PT. KALIMANTAN CONCRATE ENGINNEERIN,466.875
7878,RDM BERLIAN ALAM REJEKI,1113.3333333333333
7881,KARYA KREASI PRIMA PT,1177.7777777777778
7883,Merge Jati Pry Kutai Timur,1142.5897261836917
7885,PT. Prasetya Mulia Indo Jaya,1042.142857142857
7887,RDM SSK BP BALIKPAPAN,1056.6666666666667
7896,Proyek Wika beton Pbb,881.2058823529412
7897,PT. SURYA INTAN HARMONI,1150.0
7899,PT. MANDALA UTAMA BETON,978.8461538461538
7900,PT. SINAR BALI,1057.5
7902,PT. EVA MAHKOTA PURA,1362.5
7904,PT Bangun Purba Setahi,1367.9067820252046
7914,PT Semangat Harap Jaya,1210.0
7921,PT.BATAM INDO BANGUNAN,316.6666666666667
7931,PT. CARLY ALFA TIMUR,982.5
7933,GIARTO AUDRY CEMERLANG,1150.578847252578
7938,PT. MAKASSAR BETON PERKASA,957.2727272727273
7939,OPTIMA JAYA PERKASA,955.3333333333334
7944,PT. Ridwan Jaya Lestari,1027.5
7952,PT. Mega Beton Jaya,1158.5714285714287
7955,PT. SELARAS MANDIRI SEJAHTERA,1177.748897175684
7956,PT. AGUNG BETON KENDARI,1172.5
7959,PT. NINDYA BETON,618.0
7961,DIEGO PUTRA KONSTRUKSI,1175.7142857142858
7964,PROYEK WIJAYA KARYA BETON SMELTER K,1490.0
7966,PROYEK TOL MANADO BITUNG,1100.553777777778
7974,Proyek Rigit Jalan Kambang - Painan,1150.578847252578
7986,PT. Abadi Beton Perkasa SBA,1210.53125
7987,Pryk Asahan 3 Simitzu KSO Adhi Kary,1354.8444444444442
7988,AYU SEPTA PERDANA PEMATANG SELENG,1461.25
7990,"DEXTONINDO PERSADA, PT",1222.8366013071907
7991,PT. Dextonindo Persada SBA,1200.13888888889
7994,PT. Jaya Sentrikon Ind SBA,583.3333333333334
7995,"KARUNIA BETON LESTARI, PT",778.5
7996,"KREASIBETON NUSAPERSADA, NS1, DIR",1046.0
8001,Proyek Tol Indrapura Kisaran PO 5C,1150.578847252578
8002,Proyek PLTA Batang Toru,1480.0
8003,PT. DAKA MEGA PERKASA,1400.0
8004,PT SUKSES BETON BP TANDEM,1148.125
8005,T TON,1321.4285714285713
8006,PT. Unggul Sejati Ind SBA,1230.3125
8015,"SOKI RANA LABA, PT",389.044875
8017,"RDM ADI JAYA BETON, PT",1033.75
8020,"LISA CONCRETE INDONESIA PT,",912.0833333333334
8028,CKS PRECAST - PLANT PARUNG PANJANG,840.0
8030,DEWA BETON ( LEGOK ),792.5
8031,RDM DWI BETON INDONESIA/PRY TOL SER,1150.578847252578
8032,RDM FARIKA BETON PL CENGKARENG,473.0
8033,INDOBRICK SEJAHTERA PT.,765.2052848183956
8034,JAYACON PANEL UTAMA PT,850.0
8035,LIUNISEN BETONINDO SEJAHTERA PT.,813.0
8037,MAJU JAYA MANDIRI CV.,818.1818181818181
8043,TRIPALINDO PERKASA PT.,791.3333333333334
8051,PRY APB TOL JOGLO BP MARGOREJO,847.0
8054,PBR INTI BETON /PRY BOGOWONTO,925.7142857142857
8057,RDM PANCA WIRA / PRY RIGID TLOGOWAT,860.0
8058,RDM SCG PLANT YOGYA RING ROAD,838.3333333333334
8068,NK Pryk Jln Batanghari II,1190.0
8086,PRY TOL CISUMDAWU / BRANTAS,780.0
8087,CIPTA MORTAR UTAMA (CIBITUNG),577.5
8088,CONWOOD INDONESIA PT.,836.4285714285714
8093,PBR ETERNIT GRESIK,782.547309402462
8094,FICAMP INDO SENTOSA JAYA PT.,790.0
8099,HUTAMA PRIMA/PRY BEND. LEUWIKERIS,811.6666666666666
8100,PRY HUTAMA PRIMA GUNUNG SINDUR,672.2521242473692
8107,PP PRESISI / PRY PATIMBAN PORT,0.0
8111,SO GRAHA PERDANA PT.,892.6964419152727
8115,RDM TRIMITZ SINERGI MANDALA,875.5555555555555
8116,RDM UTAMA JAYA BETON,791.6666666666666
8118,PBR WBP PL MEKARSARI,800.0
8122,WBP PLANT CIBUBUR,793.3333333333334
8141,"RDM ARIES PUTRA BETON, PT",711.0024009603843
8146,RDM BAYU MURTI YASA / BMY,815.6249999825001
8147,RDM BERKAH WIJAYA / BW,869.9999999815385
8148,RDM BBM PLANT RANDUBLATUNG,848.8461538461538
8149,"RDM BETON BUDI MULYA, PT",884.0000004994503
8161,PRY KWS INDUSTRI BATANG / JKB,810.0
8186,"RODA JAYA PERKASA, PT",895.4545444602901
8187,RDM SAFINA JAYA PL PATI,840.0
8191,RDM SCG PLANT PEKALONGAN,835.0
8201,RDM TOTAL BANGUN SENTOSA,806.6666666666666
8204,"RDM UNGGUL PERDANA-GEONIKA, KSO",890.0
8205,PBR WBP PL KLATEN,658.25
8211,RDM ANUGRAH BANGUN NUSA PERSADA,890.0
8219,PBR BAROKAH JAYA,903.75
8256,RDM JATISONO MULTI KONSTRUKSI,901.25
8285,RDM RATNA PT,872.1343381389253
8289,"PBR SANTOSO GEMABAHAGIA, PT",861.4285714285714
8302,PT. SUPERIOR PRIMA SUKSES / SPS,800.0
8321,DUTA ASA JAYA,1183.3333333333333
8326,GDG PT. ODI KARYA MANDIRI (B.MASIN,970.0
8331,PT. Fortuna Aneka Sarana Triguna,1110.0
8332,RDM JASIN EFFRIN JAYA,1150.578847252578
8335,RDMP Balikpapan,1149.4153846153847
8345,RDM Karya Bangun Mandiri Persada,940.0
8362,RDM FARIKA R. P. / DUMAI,1150.578847252578
8363,RDM FARIKA R. P. / LUBUK GAUNG,1150.578847252578
8364,Pry PLTGU Tenayan Riau/HK,1691.0367092263166
8368,Nagamas Mitra Usaha,1230.0
8374,PT Surya Perkasa Beton,1211.5
8380,"JUTAM READYMIX CONCRETE, BTM, RET",911.625
8381,PERKASA BETON BATAM PT.,495.0
8386,WIKA-CITRA LAUTAN TEDUH (CLT) BATAM,1150.578847252578
8393,KARYA PARE SEJAHTERA,989.7153315334499
8416,PT. YOSIKEN INTI PERKASA KABAENA,1150.578847252578
8426,PT Tiga Laskar Mandiri,1280.0
8434,Waskita PLN Tower Linggau,1050.0
8448,Proyek Tol Indrapura Kisaran PO 6A,1150.578847252578
8452,Pryk Tol Binjai Pngklan Brandan WBP,1262.857142857143
8466,PRY STP BALI / NINDYA,0.0
8510,PT Toggle Rekayasa,1280.0
8530,PBR GUNA BANGUNAN JAYA,780.0
8547,RDM PRIMA SAMPONO  PL CIAMIS,900.0
8570,ZEBE BETON PLANT PURWAKARTA,790.0
8616,"RUDY JAYA BETON, PT",970.0
8624,SUPERIOR PRIMA SUKSES.PT,831.4285714285714
8638,PRY BOVEN DIGOEL PAPUA - ADHI,1650.0
8642,ANUGERAH MORTAR ABADI,930.0
8701,SAETI BETON PRACETAK PT.,912.1428571428571
8725,BALIKPAPAN READY MIX,1760.0
8726,BALIKPAPAN READYMIX RDMP PERTAMINA,1820.0
8743,RDM ANUGRAH NUANSA KASIH,1158.3333333333333
8748,PT.BETON INDO PERKASA,981.1111111111139
8780,PRIMA KARYA MANUNGGAL,945.3333333333334
8798,PT Dwi Anaga Karya,1230.0
8800,PT Pharma Kasih Sentosa,1220.0
8806,WBP BP PALEMBANG,1547.4285714285713
8818,Nittoc Proyek Asahan III,1346.6666666666667
8832,BP STA 4 Padang Tidji,1384.3333333333333
8834,"AYU LESTARI INDAH, BNA",847.1773333333334
8837,CV Graha Argo Niaga,1410.0
8839,PT KNS Hyundai,1440.0
8840,Pryk PLTA Peusangan 1 & 2/PP,1184.0
8842,Waskita Bendungan Rukoh 90,1200.0
8851,PP PRESISI PT.,1150.578847252578
8854,BETON PRIMA INTI PT. (BPI),626.1538461538462
8856,CKS PRECAST - PLANT CIPONDOH,845.9090909090909
8860,PRY SERANG PANIMBANG SEKSI 3,753.1927686828958
8863,PT JBI PLANT TANGERANG,788.0
8869,MOTIVE MULIA PL CILEGON,1280.0
8875,WBP / PRY  PORT YANGON  PL BOJONEGA,256.6666666666667
8887,RDM INTI BETON,478.4
8902,Pryk Rigid Beton SP7 Tebo,1160.0
8913,AGUNG BETON  PERSADA / PRY REVITALI,770.0
8915,PT. ANUGERAH MORTAR PLANT CITEUREUP,873.75
8918,PRY APBD TASIKMALAYA & CIAMIS,830.0
8923,PRY ABTON PLANT SUBANG,804.25
8941,PT JBI PLANT SADANG,784.0
8951,PRY PLTU CIREBON,790.0
8953,PRY KAWASAN INDUSTRI DELTAMAS,788.959213734677
8958,PT TIRTA TUBAGUS RANGIN KSO,1150.578847252578
8960,TORSINA  / PRY APBD BEKASI,768.3333333333334
8962,PRY RS LIMBANGAN & SITU BAGENDIT,827.5561710095177
8964,PRY BENDUNGAN SADAWARNA,760.0
8970,WBP / PRY  PORT YANGON  PL KALIJATI,385.0
9002,RDM EDHOMIX MEGA BETON CV,1150.578847252578
9008,RDM HGMS ASLI ABADI/PRY JEMB. MLOWO,880.0
9012,RDM WIRA BHAKTI MULIA,898.3295647258337
9020,RDM NINGSRI/PRY KITB,850.0
9027,PRY BATCHING PLANT KIT BATANG (PP K,847.0
9043,PRY SABO DAM / MANDIRI SAKTI KSO,860.0
9046,RDM TRI JAYA CIPTA MAKMUL PL WONOGI,907.7777777777778
9055,WITON / PRY APBD PEMALANG BATANG,821.3333333333334
9056,"XAVIERA KARUNIA PERSADA,PT",1150.578847252578
9059,PBR AMAK FIRDAUS UTOMO PT,832.7272727272727
9063,PT. ANUGERAH MORTAR ABADI,930.0
9088,EDOMIX MEGA BETON CV.,814.125
9100,PBR INDONESIA CELLULAR CONCRETE,926.0
9104,PRY JAYA BETON INDONESIA PL DRIYORE,1340.0
9111,PBR KENCANA TEKNIKTAMA SENTOSA PT,925.0
9144,RDM SATWIGA MUSTIKA NAGA,897.7777777777778
9148,BHAKTI TAMA PERSADA.PT,860.0
9149,RDM SEMAR BETON PERKASA / PLANT LAM,1150.578847252578
9168,"WAHANA CENTRA PURABOX, PT",880.0
9172,CITRA MANDIRI REKAYASA PT.,1017.910518053375
9177,MEGA JAYA BETON,1110.0
9178,Proyek Smelter Mempawah,0.0
9183,PT. CAHAYA PURNA NUSARAYA,797.5
9188,PRY PEMBANGUNAN GEDUNG DPR & BUPATI,1678.0
9199,Pry Preservasi Jalan SP Blusuh Wask,1400.0
9220,PT Mekar Abadi mandiri,1215.0
9225,PT Bintang Rezky Tirta,956.6666666666666
9238,RDM CIPTA BETON SINAR PERKASA,1035.0
9239,PT. Mulia Trans Marga,980.0
9246,TRI STAR MANDIRI,965.0
9250,RDM CEMERLANG SAMUDRA,1150.578847252578
9254,RDM RAZAN MANDIRI PERKASA,1170.0
9261,PT. PRIMA KARYA MANUNGGAL RMC,748.1818181818181
9265,YOSIKEN INTI PERKASA PLANT BOMBANA,1175.0
9278,PT Kunango Jantan Sumbar,1105.0
9284,PT Andalas Kariatama Sejahtera Siju,1211.3636363636363
9301,Proyek Tol Indrapura Kisaran PO 6B,1303.5
9312,PRY Tol Aceh PT Adhi Karya BI,733.3333333333334
9315,PT Kenpura Alam Nanggroe,1353.3333333333333
9316,PLTA Peusangan PT KNS Hyundai E&C,1500.0
9317,PT Krueng Meuh,1330.0
9319,Waskita Bendungan Rukoh 120,1422.5
9323,PRY BENDUNGAN SIDAN BRANTAS BP 2,1251.0
9329,RDM SINAR BALI BINAKARYA PL TAMBLAN,1065.0
9348,PBR WBP PL PAMULANG,256.6666666666667
9352,PT Roda Teknindo,1004.4444444444445
9359,RDM SURADI SEJAHTERA RAYA,858.7500000035938
9360,PRY  BOGOWONTO / SKS,882.500000014375
9371,PRY REVITALISASI SITU BAGENDIT GARU,980.0
9376,BANGUN BETON PRATAMA /SBR,806.6666666666666
9377,BASUKI RAHMANTA PROYEK JONGGOL,805.0
9379,PRY BENDUNGAN CIAWI/BRANTAS,799.375
9380,PRY IRIGASI MACAN/BRANTAS,1080.0
9399,MITRA KONSTRUKSI PL INDRAMAYU,810.0
9403,PRY SIMPANG SUSUN TOL CISUMDAWU,825.0
9406,RDM SAC NUSANTARA,846.0
9410,PRY KCIC KARAWANG / SCG,760.0
9414,TORSINA  / PRY APBD BANDUNG,770.0
9416,TORSINA  / PRY APBD KARAWANG,770.0
9418,WANAYASA BETON PANGANDARAN PT.,900.0
9420,WBP / PRY  PORT YANGON  PL SADANG,256.6666666666667
9428,RDM WITON JABAR,404.5
9458,PBR DUA SEMBILAN,871.1111111111111
9469,PBR UBIN SURABAYA PERMAI,918.0
9478,NUSANTARA JAYA MIX,945.0
9482,NUSANTARA BETON GEMILANG,1150.578847252578
9495,RDM Adhi Putra Kencana,850.0
9507,PRY APRON BANDARA & ITDC MANDALIKA_,991.25
9548,BETON PERKASA CEMERLANG,987.1428571428571
9596,PP GROUP / PRY PALEMBANG CITY SEWER,1150.578847252578
9597,WBP Tol Palembang Betung,1200.7272727272727
9612,Proyek Tol Indrapura Kisaran PO 5D,1150.578847252578
9644,Pry HKI JO CPA Toll Bengkulu,1099.5
9645,PRY SABO DAM MERAPI / PT ANEKA REKA,830.0
9686,RDM GUNUNG RAJA PAKSI,792.8571428571429
9697,RDM FRESH BETON INDONESIA PL SENTUL,790.0
9854,PERSADA JAYA UD.,803.75
9859,PUTRA PRIMA SENTOSA PT.,900.0
9874,PBR SUPERIOR PRIMA SUKSES/SUPERIOR,800.0
9878,"TJIWI KIMIA, PT (PABRIKAN)",915.4545454545455
9912,PRY NINDYA BANDARA NABIRE,1255.5555555555557
9922,PT Andalas Kariatama Sejahtera Pela,1220.0
9990,Wika Jembatan Tanoponggol,1200.375
9995,BP STA 18,1387.4
10001,PT.Bohana Jaya Nusantara,0.0
10015,AFINDI AGUNG PT.,489.9271219807677
10023,INTERCON JAYA BERSAMA,815.0
10037,BENGKULU SETIA ABADI PT.,590.0
10077,BENTENG BANGUN SEJAHTERA PT.,912.5
10082,CISANGKAN PT. PLANT PURWAKARTA,792.5
10083,DECON MULTI INDUSTRI PT.,850.3225806451613
10084,DEMIX SARANA INDUSTRI INDONESIA PT.,874.2105263157895
10085,PT ROYALBOARD BANGUNINTI UTAMA (DS),807.5
10087,DUTA SARANA.PT ( I ),1051.0714285714287
10089,PBR ETERNIT GRESIK,837.78125
10090,FICAMP INDO SENTOSA JAYA PT.,792.5
10096,HUME CONCRETE INDONESIA PT,833.5294117647059
10097,JASA MARGA TOLL ROAD KARAWANG,800.0
10098,PBR JAYA BLOKMIL INDONESIA,537.3529411764706
10099,JM MUTU UTAMA PT.,1826.6718266253865
10103,RDM MY MIX PL INDRAMAYU,800.0
10105,RDM NINDYA BETON-INDRAMAYU,950.9090909090909
10106,PP PRESISI / PRY PATIMBAN PORT,564.6666666666666
10107,PBR PRIMA SOLUSI INTEGRA,876.9230769230769
10108,RDM TARUNA KARYA UTAMA PL INDRAMAYU,1150.578847252578
10112,SALSABILA RIZKI PRATAMA PT.(PU NAR),1785.0075035345026
10114,SO GRAHA PERDANA PT.,894.1176470588235
10115,SURYA KARYA CV.  - PLANT PURWAKARTA,831.0
10120,PRY BEND. LEUWIKERIS/USI-WBP-ADHI,804.4444444444445
10121,"PRY TOL CISUMDAWU PAKET 4, 5, & 6",760.0
10122,USI CIMALAKA / PRY TOL CISUMDAWU PA,760.0
10124,PBR WASKITA BETON PRECAST PL KRW,950.625
10125,PBR WBP PRY JAPEKSEL 1,1150.578847252578
10128,WBP PLANT CCTW,791.1111111111111
10131,PBR WITON KARAWANG,796.9459459459459
10132,PRY BP WITON BOGOR,567.2311111111112
10133,PRY BP WITON SUBANG,782.9117647058823
10136,RDM WITON JABAR,778.5
10141,RDM ARIES PUTRA BETON,807.9166666666666
10142,"RDM ARIES PUTRA BETON, PT",745.1575630252102
10143,RDM ARMADA HADA GRAHA,853.5409939851617
10144,RDM ARMADA HADA GRAHA PL BUGEL,858.6666666666666
10145,RDM BAYU MURTI YASA / BMY,869.9999999753848
10147,RDM BBM PLANT RANDUBLATUNG,857.0769230769231
10148,"RDM BETON BUDI MULYA, PT",883.5714291065539
10150,RDM CEBONG KONSTRUKSINDO / CK,892.222222208889
10151,PBR CIPTA MORTA UTAMA KENDAL,866.4285714285714
10152,RDM DBI / PRY RADUGUNTING,850.7142857428573
10153,RDM DIRGANTARA BETONINDO / BOYOLALI,863.3333333343126
10155,PBR FOCON INTERLITE PL SMRG/FOCON,790.2777777777778
10157,RDM GUNUNG MAS,885.5555555288889
10158,HUTAMA KARYA / PRY APBD GRINSING BA,827.7777777777778
10161,HGMS ASLI ABADI/PRY PRES. JLN KUDU-,836.6666666666666
10162,"JATI KENCANA, CV/READYMIX",855.8823529529412
10164,RDM JKB / PRY SUNGAI BOGOWONTO,886.6666666666666
10166,RDM JUJUR JAYA BANGKIT,876.8750006145933
10167,RDM KARYA ADI KENCANA GRP SELO K,910.0
10168,RDM KARYA INDAH,911.1111111111111
10169,KARYA WIRA BETON READYMIX PT.,902.3076923076923
10170,RDM KEJORA JAYA RAYA,880.7692307499999
10171,PBR KINI JAYA INDAH,952.1428571428571
10172,RDM LARISSA READYMIX,870.7142856964284
10174,PBR MEGA CONCRETE CV,932.5
10175,PRY KWS INDUSTRI BATANG / MOEHANDAS,858.0
10176,MULTIBETON KARYA MANDIRI PT,867.7391304347826
10178,RDM NURCAHYA JAYA LESTARI BETON,867.4999999624999
10179,RDM NURCAHYA JY MANDIRI/NURCAH,875.3846153692307
10180,NUSA JAYA CONCRETAMA,902.8571416889763
10181,NUSANTARA BUILDING INDUSTRIES PT,242.04472875943293
10182,PBR NUSANTARA BUILDING INDUSTRI,842.3076923076923
10183,PBR KURNIA ALAM SEJAHTERA,269.0
10184,RDM PANCA WIRA PUTRA PL WONOGIRI,905.0
10185,PBR GRIYA PAVING MANDIRI,924.6153846153846
10186,PRY BATCHING PLANT KIT BATANG (PP K,845.1666666666666
10187,PRY TOLL SEMARANG - DEMAK,848.0833333333334
10188,RDM PRIMADAYA SENTOSA,1150.578847252578
10192,RDM SAMBAS BETON,910.0000045145632
10193,RDM SAMUDRA BETON PERKASA,893.75
10194,RDM SCG PLANT PEKALONGAN,842.0
10195,RDM SCG PLANT SOLO RING ROAD,803.3333333333333
10196,"RDM SEMAR BETON PERKASA, PT",896.6666666666666
10197,RDM SINAR UTAMA KARYA BLORA,860.6666666666666
10198,PBR SOLO PAVING BLOCK,969.0909090909091
10199,PBR SUPERIOR PRIMA SUKSES/SRAGEN,840.0
10201,RDM SURYA BUANA INDAH,921.5384632862061
10202,RDM SURYA JAYA MULIA / PRY KITB,855.0
10204,RDM SURYA TEKHNIK PERKASA,909.1666666666666
10205,RDM TOTAL BANGUN SENTOSA,907.7777777777778
10207,RDM TRIYAGAN HARMET PERKASA/THP,900.4999997841282
10208,TRIYAGAN HERMET PERKASA,918.6666326369353
10209,PRY WADUK PIDEKSO WONOGIRI/SBR,895.0
10210,PBR WBP PL KLATEN,591.0
10211,WASKITA KARYA / PRY UIN SEMARANG,400.0
10212,PRY BP KAWASAN INDUSTRI BATANG/WITO,825.8461538461538
10215,"WIJAYA KARYA BETON, PT",869.6376350423205
10216,WITON / PRY KIW BATANG,816.125
10218,PBR A PLUS PACIFIC,867.6470588235294
10219,PBR ABDILLAH WIDJAYA,898.5714285714286
10222,ABI MANUNGGAL PLANT KEN PARK,713.3333083333333
10226,ARJAYA PLANT KRIAN,663.9109854962703
10227,RDM BAHTERA KURNIA ABADI,909.5833333333334
10228,PBR BAROKAH JAYA,905.0
10229,RDM BETON BUDI MULYA,888.4615384615385
10230,RDM BETON INDOTAMA SURYA JAYA,890.5555555555555
10231,BETON PRIMA INDONESIA PT.,905.4545454545455
10233,BUILDING MATERIAL CONSTRUCTION CV.,811.4814814814815
10235,CALVARI ABADI,849.1304347826087
10236,PBR CIPTA MORTA INDONESIA PT,811.4285714285714
10237,CITICON NUSANTARA INDUSTRIES,805.7083333333334
10238,"CITRA, PABRIK GENTENG",939.2857142857143
10240,DJABES TUNAS UTAMA PT.,606.0869565217391
10242,LISA CONCRETE INDONESIA PT.,1016.9230769230769
